tailnum,manufacturer,issue_date,model,aircraft_type,engine_type,year
N646JB,AIRBUS,11/15/2006,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,2006
N646SW,BOEING,6/2/1997,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1997
N646UA,BOEING,11/4/2005,767-322,Fixed Wing Multi-Engine,Turbo-Fan,1992
N647AE,EMBRAER,2/11/2000,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N647AS,BOEING,4/14/2003,737-790,Fixed Wing Multi-Engine,Turbo-Jet,2003
N647AW,AIRBUS INDUSTRIE,11/1/2007,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,1997
N647DL,BOEING,5/5/1989,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1989
N647SW,BOEING,8/23/1997,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1997
N647UA,BOEING,11/28/2005,767-322,Fixed Wing Multi-Engine,Turbo-Fan,1992
N648AE,EMBRAER,2/11/2000,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N648AS,,,,,,
N648AW,AIRBUS INDUSTRIE,10/31/2007,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,1997
N648DL,BOEING,5/5/1989,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1989
N648JB,AIRBUS,12/7/2006,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,2006
N648SW,BOEING,9/4/1997,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1997
N648UA,BOEING,10/4/2005,767-322,Fixed Wing Multi-Engine,Turbo-Fan,1992
N649AS,BOEING,11/20/2003,737-790,Fixed Wing Multi-Engine,Turbo-Jet,2003
N649AW,AIRBUS INDUSTRIE,4/21/1998,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,1998
N649BR,BOMBARDIER INC,8/18/2006,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2000
N649DL,BOEING,5/26/1989,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1989
N649JB,AIRBUS,12/6/2006,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,2006
N649PP,EMBRAER,3/16/2000,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N649SW,BOEING,8/23/1997,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1997
N649UA,BOEING,7/27/1992,767-322,Fixed Wing Multi-Engine,Turbo-Fan,1992
N650AE,EMBRAER,4/27/2001,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N650AW,AIRBUS INDUSTRIE,5/7/2004,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,1998
N650DL,BOEING,6/29/1989,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1989
N650ML,BOMBARDIER INC,2/1/2005,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,1996
N650SW,BOEING,9/6/1997,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1997
N651AE,EMBRAER,5/4/2001,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N651AW,AIRBUS INDUSTRIE,5/14/2004,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,1998
N651BR,BOMBARDIER INC,9/14/2000,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2000
N651DL,BOEING,7/28/1989,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1989
N651JB,AIRBUS,1/10/2007,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,2007
N651SW,BOEING,10/10/1997,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1997
N651UA,BOEING,9/14/1992,767-322,Fixed Wing Multi-Engine,Turbo-Fan,1992
N652AW,AIRBUS INDUSTRIE,6/10/2004,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,1999
N652DL,BOEING,7/28/1989,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1989
N652JB,AIRBUS,2/7/2007,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,2007
N652RS,EMBRAER,5/17/2001,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N652SW,BOEING,10/10/1997,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1997
N652UA,BOEING,10/1/1992,767-322,Fixed Wing Multi-Engine,Turbo-Fan,1992
N653AE,EMBRAER,5/25/2001,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N653AW,AIRBUS INDUSTRIE,6/4/2004,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,1999
N653CA,BOMBARDIER INC,1/16/2004,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,2003
N653DL,BOEING,12/31/2002,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1990
N653JB,AIRBUS,2/15/2007,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,2007
N653SW,BOEING,10/20/1997,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1997
N653UA,BOEING,10/28/1992,767-322,Fixed Wing Multi-Engine,Turbo-Fan,1992
N654AE,EMBRAER,5/25/2001,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N654AW,AIRBUS INDUSTRIE,6/17/2004,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,1999
N654BR,BOMBARDIER INC,11/30/2000,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2000
N654DL,BOEING,2/27/1990,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1990
N654SW,BOEING,10/30/1997,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1997
N654UA,BOEING,10/4/2005,767-322,Fixed Wing Multi-Engine,Turbo-Fan,1992
N655AE,EMBRAER,6/21/2001,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N655AW,AIRBUS INDUSTRIE,6/23/2004,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,1999
N655BR,BOMBARDIER INC,12/19/2000,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2000
N655DL,BOEING,3/2/1990,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1990
N655JB,AIRBUS,3/22/2007,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,2007
N655UA,BOEING,9/21/2005,767-322,Fixed Wing Multi-Engine,Turbo-Fan,1992
N655WN,BOEING,10/31/1997,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1997
N656AE,EMBRAER,10/20/2003,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2003
N656AW,AIRBUS INDUSTRIE,6/30/2004,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,1999
N656CA,BOMBARDIER INC,4/30/2004,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,2004
N656DL,BOEING,3/9/1990,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1990
N656JB,AIRBUS,4/4/2007,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,2007
N656SW,BOEING,12/3/1997,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1997
N656UA,BOEING,10/4/2005,767-322,Fixed Wing Multi-Engine,Turbo-Fan,1993
N657AE,EMBRAER,10/27/2003,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2003
N657AW,AIRBUS INDUSTRIE,7/9/2004,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,1999
N657DL,BOEING,6/19/1990,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1990
N657JB,AIRBUS,5/4/2007,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,2007
N657SW,BOEING,4/17/1998,737-3L9,Fixed Wing Multi-Engine,Turbo-Jet,1985
N657UA,BOEING,7/27/2005,767-322,Fixed Wing Multi-Engine,Turbo-Fan,1993
N658AE,EMBRAER,11/10/2003,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2003
N658AW,AIRBUS INDUSTRIE,11/10/1999,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,1999
N658CA,BOMBARDIER INC,5/28/2004,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,2004
N658DL,BOEING,6/14/2007,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1990
N658JB,AIRBUS,6/6/2007,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,2007
N658SW,BOEING,4/17/1998,737-3L9,Fixed Wing Multi-Engine,Turbo-Jet,1985
N658UA,BOEING,7/26/2005,767-322,Fixed Wing Multi-Engine,Turbo-Fan,1993
N659AE,EMBRAER,11/18/2003,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2003
N659AW,AIRBUS INDUSTRIE,7/23/2004,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,2000
N659BR,BOMBARDIER INC,2/27/2007,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2001
N659CA,BOMBARDIER INC,12/20/2007,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,2004
N659DL,BOEING,10/4/2007,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1990
N659JB,AIRBUS,7/18/2007,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,2007
N659SW,BOEING,5/8/1998,737-301,Fixed Wing Multi-Engine,Turbo-Jet,1985
N659UA,BOEING,7/28/2005,767-322,Fixed Wing Multi-Engine,Turbo-Fan,1993
N66051,BOEING,9/1/2000,767-424ER,Fixed Wing Multi-Engine,Turbo-Jet,2000
N66056,BOEING,6/29/2001,767-424ER,Fixed Wing Multi-Engine,Turbo-Jet,2001
N66057,BOEING,1/7/2002,767-424ER,Fixed Wing Multi-Engine,Turbo-Jet,2002
N660AW,AIRBUS INDUSTRIE,8/3/2004,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,2000
N660CL,EMBRAER,12/8/2003,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2003
N660DL,BOEING,7/24/2007,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1990
N660SW,BOEING,5/22/1998,737-301,Fixed Wing Multi-Engine,Turbo-Jet,1985
N660UA,BOEING,7/26/2005,767-322,Fixed Wing Multi-Engine,Turbo-Fan,1993
N661AW,AIRBUS INDUSTRIE,8/10/2004,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,2000
N661DN,BOEING,12/27/1990,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1990
N661JA,EMBRAER,12/15/2003,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2003
N661JB,AIRBUS,9/7/2007,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,2007
N661SW,BOEING,5/14/2007,737-317,Fixed Wing Multi-Engine,Turbo-Jet,1985
N661UA,BOEING,11/4/2005,767-322,Fixed Wing Multi-Engine,Turbo-Fan,1993
N662AW,AIRBUS INDUSTRIE,8/19/2004,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,2000
N662DN,BOEING,2/15/1991,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1991
N662EH,EMBRAER,1/21/2004,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N662JB,AIRBUS,10/3/2007,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,2007
N662SW,BOEING,1/19/2005,737-3Q8,Fixed Wing Multi-Engine,Turbo-Fan,1985
N662UA,BOEING,5/14/1997,767-322,Fixed Wing Multi-Engine,Turbo-Fan,1993
N663AR,EMBRAER,1/21/2004,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N663AW,AIRBUS INDUSTRIE,8/25/2004,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,2001
N663DN,BOEING,2/15/1991,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1991
N663JB,AIRBUS,10/25/2007,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,2007
N663SW,BOEING,1/27/2005,737-3Q8,Fixed Wing Multi-Engine,Turbo-Fan,1985
N663UA,BOEING,6/13/1997,767-322,Fixed Wing Multi-Engine,Turbo-Fan,1993
N664AW,AIRBUS INDUSTRIE,4/28/2004,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,2001
N664DN,BOEING,6/28/1991,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1991
N664MS,EMBRAER,1/22/2004,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N664UA,BOEING,12/3/1998,767-322,Fixed Wing Multi-Engine,Turbo-Fan,1998
N664WN,BOEING,1/18/1995,737-3Y0,Fixed Wing Multi-Engine,Turbo-Fan,1986
N665AW,AIRBUS INDUSTRIE,9/2/2004,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,2001
N665BC,EMBRAER,2/10/2004,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N665DN,BOEING,3/6/2007,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1991
N665JB,AIRBUS,12/13/2007,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,2007
N665UA,BOEING,7/28/2004,767-322,Fixed Wing Multi-Engine,Turbo-Fan,1998
N665WN,BOEING,1/5/1995,737-3Y0,Fixed Wing Multi-Engine,Turbo-Fan,1986
N666DN,BOEING,3/22/1991,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1991
N666UA,BOEING,8/26/1998,767-322,Fixed Wing Multi-Engine,Turbo-Fan,1998
N667AW,AIRBUS INDUSTRIE,9/2/2004,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,2002
N667DN,BOEING,6/28/1991,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1991
N667GB,EMBRAER,2/17/2004,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N667SW,BOEING,12/8/2005,737-3T5,Fixed Wing Multi-Engine,Turbo-Jet,1985
N667UA,BOEING,11/24/1998,767-322,Fixed Wing Multi-Engine,Turbo-Fan,1998
N668AW,AIRBUS,9/10/2004,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,2002
N668CA,BOMBARDIER INC,12/28/2007,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,2004
N668DN,BOEING,6/26/1991,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1991
N668HH,EMBRAER,2/18/2004,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N668UA,BOEING,3/19/1999,767-322,Fixed Wing Multi-Engine,Turbo-Fan,1999
N669AW,AIRBUS,9/10/2004,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,2002
N669CA,BOMBARDIER INC,11/3/2004,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,2004
N669DN,BOEING,7/1/1991,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1991
N669MB,EMBRAER,3/8/2004,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N669SW,BOEING,7/15/1998,737-3A4,Fixed Wing Multi-Engine,Turbo-Jet,1987
N669UA,BOEING,6/30/1999,767-322,Fixed Wing Multi-Engine,Turbo-Fan,1999
N6700,BOEING,9/28/1999,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1999
N6701,BOEING,10/8/1999,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1999
N6702,BOEING,11/22/1999,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1999
N6703D,BOEING,1/25/2000,757-232,Fixed Wing Multi-Engine,Turbo-Jet,2000
N6704Z,BOEING,4/5/2000,757-232,Fixed Wing Multi-Engine,Turbo-Jet,2000
N67052,BOEING,9/26/2000,767-424ER,Fixed Wing Multi-Engine,Turbo-Jet,2000
N67058,BOEING,1/24/2002,767-424ER,Fixed Wing Multi-Engine,Turbo-Jet,2002
N6705Y,BOEING,4/10/2000,757-232,Fixed Wing Multi-Engine,Turbo-Jet,2000
N6706Q,BOEING,5/4/2000,757-232,Fixed Wing Multi-Engine,Turbo-Jet,2000
N6707A,BOEING,6/2/2000,757-232,Fixed Wing Multi-Engine,Turbo-Jet,2000
N6708D,BOEING,7/21/2000,757-232,Fixed Wing Multi-Engine,Turbo-Jet,2000
N6709,BOEING,8/11/2000,757-232,Fixed Wing Multi-Engine,Turbo-Jet,2000
N670AE,EMBRAER,3/10/2004,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N670DN,BOEING,1/10/1991,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1992
N670MC,MCDONNELL DOUGLAS,8/21/2000,DC-9-51,Fixed Wing Multi-Engine,Turbo-Jet,1976
N670SW,BOEING,3/14/2005,737-3G7,Fixed Wing Multi-Engine,Turbo-Jet,1988
N6710E,BOEING,8/29/2000,757-232,Fixed Wing Multi-Engine,Turbo-Jet,2000
N6711M,BOEING,10/2/2000,757-232,Fixed Wing Multi-Engine,Turbo-Jet,2000
N6712B,BOEING,10/3/2000,757-232,Fixed Wing Multi-Engine,Turbo-Jet,2000
N67134,BOEING,2/4/1999,757-224,Fixed Wing Multi-Engine,Turbo-Jet,1999
N6713Y,BOEING,11/1/2000,757-232,Fixed Wing Multi-Engine,Turbo-Jet,2000
N6714Q,BOEING,12/21/2000,757-232,Fixed Wing Multi-Engine,Turbo-Jet,2000
N67157,BOEING,4/12/2001,767-224,Fixed Wing Multi-Engine,Turbo-Jet,2001
N67158,BOEING,5/31/2001,767-224,Fixed Wing Multi-Engine,Turbo-Jet,2001
N6715C,BOEING,2/15/2001,757-232,Fixed Wing Multi-Engine,Turbo-Jet,2001
N6716C,BOEING,3/13/2001,757-232,Fixed Wing Multi-Engine,Turbo-Jet,2001
N67171,BOEING,4/13/2001,757-232,Fixed Wing Multi-Engine,Turbo-Jet,2001
N671AE,EMBRAER,3/23/2004,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N671DN,BOEING,1/13/1992,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1992
N671MC,MCDONNELL DOUGLAS,8/17/2000,DC-9-51,Fixed Wing Multi-Engine,Turbo-Jet,1976
N671SW,BOEING,12/4/2006,737-3G7,Fixed Wing Multi-Engine,Turbo-Jet,1988
N671UA,BOEING,10/5/1999,767-322,Fixed Wing Multi-Engine,Turbo-Fan,1999
N672AE,EMBRAER,4/14/2004,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N672AW,AIRBUS,5/5/2004,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,2004
N672DL,BOEING,2/24/1992,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1992
N672SW,BOEING,10/12/2000,737-3Q8,Fixed Wing Multi-Engine,Turbo-Fan,1986
N672UA,BOEING,12/23/1999,767-322,Fixed Wing Multi-Engine,Turbo-Fan,1999
N673AA,BOEING,12/8/2005,737-3A4,Fixed Wing Multi-Engine,Turbo-Jet,1985
N673AE,EMBRAER,4/14/2004,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N673DL,BOEING,2/25/1992,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1992
N673UA,BOEING,1/12/2000,767-322,Fixed Wing Multi-Engine,Turbo-Fan,2000
N674AA,BOEING,5/28/1993,737-3A4,Fixed Wing Multi-Engine,Turbo-Jet,1985
N674AW,AIRBUS,11/29/2007,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,2005
N674DL,BOEING,3/26/1992,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1992
N674RJ,EMBRAER,4/20/2004,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N674UA,BOEING,4/6/2000,767-322,Fixed Wing Multi-Engine,Turbo-Fan,2000
N675AA,BOEING,5/21/2001,737-3A4,Fixed Wing Multi-Engine,Turbo-Jet,1985
N675AE,EMBRAER,5/17/2004,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N675AW,AIRBUS,3/31/2005,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,2005
N675BR,BOMBARDIER INC,5/29/2002,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2002
N675DL,BOEING,9/17/1992,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1992
N675MC,MCDONNELL DOUGLAS,8/31/2000,DC-9-51,Fixed Wing Multi-Engine,Turbo-Jet,1975
N675UA,BOEING,8/2/2000,767-322,Fixed Wing Multi-Engine,Turbo-Fan,2000
N676AE,EMBRAER,5/19/2004,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N676AW,AIRBUS,4/28/2005,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,2005
N676CA,BOMBARDIER INC,8/24/2007,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,2007
N676DL,BOEING,6/3/1992,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1992
N676MC,MCDONNELL DOUGLAS,8/31/2000,DC-9-51,Fixed Wing Multi-Engine,Turbo-Jet,1975
N676SW,BOEING,5/26/1994,737-3A4,Fixed Wing Multi-Engine,Turbo-Jet,2000
N676UA,BOEING,4/25/2001,767-322,Fixed Wing Multi-Engine,Turbo-Fan,2001
N677AA,BOEING,1/14/1986,737-3A4,Fixed Wing Multi-Engine,Turbo-Jet,1985
N677AE,EMBRAER,5/24/2004,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N677AW,AIRBUS,5/6/2005,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,2005
N677DL,BOEING,5/26/1992,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1992
N677MC,MCDONNELL DOUGLAS,8/31/2000,DC-9-51,Fixed Wing Multi-Engine,Turbo-Jet,1977
N677UA,BOEING,12/11/2001,767-322,Fixed Wing Multi-Engine,Turbo-Fan,2001
N678AA,BOEING,10/26/2006,737-3A4,Fixed Wing Multi-Engine,Turbo-Jet,1986
N678AE,EMBRAER,6/8/2004,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N678AW,AIRBUS,6/28/2005,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,2005
N678CA,BOMBARDIER INC,9/10/2007,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,2007
N678DL,BOEING,6/29/1992,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1998
N679AA,BOEING,2/3/2001,737-3A4,Fixed Wing Multi-Engine,Turbo-Jet,1986
N679AE,EMBRAER,6/8/2004,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N679AW,AIRBUS,12/5/2005,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,2005
N679CA,BOMBARDIER INC,9/25/2007,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,2007
N679DA,BOEING,11/13/1992,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1992
N68061,BOEING,3/13/2002,767-424ER,Fixed Wing Multi-Engine,Turbo-Jet,2002
N680AA,BOEING,2/28/2005,737-3A4,Fixed Wing Multi-Engine,Turbo-Jet,1986
N680AE,EMBRAER,6/28/2004,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N680AW,AIRBUS,12/20/2005,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,2005
N680BR,BOMBARDIER INC,9/12/2002,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2002
N680DA,BOEING,11/20/1992,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1992
N68155,BOEING,2/9/2001,767-224,Fixed Wing Multi-Engine,Turbo-Jet,2001
N68159,BOEING,7/30/2001,767-224,Fixed Wing Multi-Engine,Turbo-Jet,2001
N68160,BOEING,10/30/2001,767-224,Fixed Wing Multi-Engine,Turbo-Jet,2001
N681AE,EMBRAER,7/21/2004,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N681BR,BOMBARDIER INC,9/13/2002,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2002
N681DA,BOEING,11/6/2007,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1993
N682AE,EMBRAER,7/22/2004,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N682BR,BOMBARDIER INC,10/23/2002,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2002
N682DA,BOEING,11/7/2007,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1993
N682SW,BOEING,12/23/1991,737-3Y0,Fixed Wing Multi-Engine,Turbo-Fan,1986
N683AE,EMBRAER,8/2/2004,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N683BR,BOMBARDIER INC,10/18/2002,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2002
N683DA,BOEING,6/24/1993,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1993
N683SW,BOEING,6/6/2001,737-3G7,Fixed Wing Multi-Engine,Turbo-Jet,1988
N684BR,BOMBARDIER INC,11/13/2002,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2002
N684DA,BOEING,6/24/1993,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1993
N684JW,EMBRAER,8/9/2004,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N684WN,BOEING,11/5/1992,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1988
N685AE,EMBRAER,8/16/2004,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N685BR,BOMBARDIER INC,12/4/2002,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2002
N685DA,BOEING,3/31/1995,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1995
N685SW,BOEING,8/10/1996,737-3Q8,Fixed Wing Multi-Engine,Turbo-Fan,1986
N686AE,EMBRAER,9/2/2004,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N686BR,BOMBARDIER INC,11/27/2002,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2003
N686DA,BOEING,9/21/1995,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1995
N686SW,BOEING,10/21/1993,737-317,Fixed Wing Multi-Engine,Turbo-Jet,1985
N687DL,BOEING,5/5/1998,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1998
N687JS,EMBRAER,9/15/2004,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N687SW,BOEING,1/30/1997,737-3Q8,Fixed Wing Multi-Engine,Turbo-Fan,1986
N688AE,EMBRAER,9/23/2004,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N688DL,BOEING,5/22/1998,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1998
N688SW,BOEING,3/9/1996,737-3Q8,Fixed Wing Multi-Engine,Turbo-Fan,1985
N689CA,BOMBARDIER INC,10/2/2007,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,2007
N689DL,BOEING,6/18/1998,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1998
N689EC,EMBRAER,10/4/2004,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N689SW,BOEING,3/11/1997,737-3Q8,Fixed Wing Multi-Engine,Turbo-Fan,1985
N69059,BOEING,2/13/2002,767-424ER,Fixed Wing Multi-Engine,Turbo-Jet,2002
N69063,BOEING,4/3/2002,767-424ER,Fixed Wing Multi-Engine,Turbo-Jet,2002
N690AE,EMBRAER,10/27/2004,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N690DL,BOEING,6/29/1998,757-232,Fixed Wing Multi-Engine,Turbo-Jet,1998
N690SW,BOEING,11/29/2006,737-3G7,Fixed Wing Multi-Engine,Turbo-Jet,1988
N69154,BOEING,1/22/2001,767-224,Fixed Wing Multi-Engine,Turbo-Jet,2001
N691AE,EMBRAER,10/27/2004,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N691CA,BOMBARDIER INC,10/25/2007,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,2007
